日期,星期,商品,天气,是否周末,是否促销,销量,客单价,销售额
3/16/2024,周六,杨枝甘露,阴,TRUE,FALSE,32,18,576
5/3/2024,周五,杨枝甘露,多云,FALSE,FALSE,33,21,693
4/7/2024,周日,芋泥波波,雨,TRUE,FALSE,48,14,672
5/18/2024,周六,芝士奶盖,多云,TRUE,TRUE,71,13,923
5/31/2024,周五,芝士奶盖,阴,FALSE,FALSE,23,12,276
5/31/2024,周五,抹茶拿铁,雨,FALSE,FALSE,12,17,204
3/1/2024,周五,青稞奶茶,多云,FALSE,FALSE,24,17,408
3/8/2024,周五,冰美式,雪,FALSE,TRUE,49,18,882
4/14/2024,周日,珍珠奶茶,雨,TRUE,FALSE,37,14,518
4/21/2024,周日,青稞奶茶,雪,TRUE,FALSE,45,11,495
3/14/2024,周四,柠檬茶,多云,FALSE,FALSE,19,12,228
5/15/2024,周三,水果茶,雪,FALSE,FALSE,29,19,551
5/18/2024,周六,抹茶拿铁,多云,TRUE,TRUE,47,11,517
5/18/2024,周六,杨枝甘露,多云,TRUE,FALSE,29,20,580
3/7/2024,周四,杨枝甘露,阴,FALSE,FALSE,29,20,580
3/16/2024,周六,柠檬茶,阴,TRUE,FALSE,48,17,816
5/6/2024,周一,芝士奶盖,雪,FALSE,FALSE,14,20,280
5/31/2024,周五,杨枝甘露,雪,FALSE,FALSE,27,18,486
4/25/2024,周四,芝士奶盖,晴,FALSE,FALSE,22,20,440
4/24/2024,周三,柠檬茶,阴,FALSE,FALSE,16,13,208
5/7/2024,周二,柠檬茶,雪,FALSE,FALSE,11,15,165
5/4/2024,周六,珍珠奶茶,雨,TRUE,TRUE,68,15,1020
5/29/2024,周三,青稞奶茶,晴,FALSE,FALSE,18,17,306
5/20/2024,周一,抹茶拿铁,多云,FALSE,FALSE,35,18,630
3/5/2024,周二,芝士奶盖,雪,FALSE,FALSE,12,12,144
3/17/2024,周日,芋泥波波,晴,TRUE,TRUE,58,15,870
5/9/2024,周四,青稞奶茶,雪,FALSE,FALSE,21,20,420
4/10/2024,周三,杨枝甘露,雪,FALSE,TRUE,47,21,987
5/25/2024,周六,珍珠奶茶,多云,TRUE,FALSE,35,13,455
3/11/2024,周一,杨枝甘露,晴,FALSE,FALSE,27,22,594
5/21/2024,周二,珍珠奶茶,雨,FALSE,FALSE,20,14,280
5/29/2024,周三,芋泥波波,晴,FALSE,TRUE,37,11,407
5/15/2024,周三,珍珠奶茶,晴,FALSE,FALSE,20,15,300
4/1/2024,周一,青稞奶茶,多云,FALSE,FALSE,22,14,308
3/18/2024,周一,冰美式,阴,FALSE,FALSE,23,14,322
3/23/2024,周六,青稞奶茶,阴,TRUE,FALSE,40,15,600
4/14/2024,周日,可可奶茶,多云,TRUE,TRUE,64,12,768
3/27/2024,周三,水果茶,雨,FALSE,FALSE,29,18,522
4/4/2024,周四,芋泥波波,雨,FALSE,FALSE,20,10,200
5/6/2024,周一,杨枝甘露,多云,FALSE,FALSE,30,20,600
5/24/2024,周五,冰美式,雨,FALSE,FALSE,21,15,315
3/2/2024,周六,杨枝甘露,阴,TRUE,FALSE,48,18,864
4/15/2024,周一,青稞奶茶,阴,FALSE,FALSE,15,17,255
4/28/2024,周日,冰美式,阴,TRUE,FALSE,50,13,650
4/17/2024,周三,冰美式,阴,FALSE,FALSE,24,10,240
3/30/2024,周六,可可奶茶,阴,TRUE,FALSE,32,19,608
3/4/2024,周一,杨枝甘露,雨,FALSE,FALSE,23,19,437
5/12/2024,周日,杨枝甘露,雨,TRUE,FALSE,29,18,522
3/19/2024,周二,芝士奶盖,阴,FALSE,TRUE,44,12,528
3/23/2024,周六,青稞奶茶,晴,TRUE,TRUE,53,11,583
3/20/2024,周三,可可奶茶,晴,FALSE,FALSE,26,11,286
5/27/2024,周一,水果茶,阴,FALSE,FALSE,23,13,299
3/13/2024,周三,水果茶,雨,FALSE,FALSE,16,16,256
4/6/2024,周六,水果茶,阴,TRUE,FALSE,49,17,833
5/15/2024,周三,珍珠奶茶,雪,FALSE,TRUE,35,14,490
3/1/2024,周五,冰美式,晴,FALSE,FALSE,24,17,408
3/28/2024,周四,青稞奶茶,晴,FALSE,FALSE,33,12,396
4/6/2024,周六,青稞奶茶,阴,TRUE,TRUE,55,12,660
5/6/2024,周一,芋泥波波,晴,FALSE,FALSE,25,20,500
3/2/2024,周六,杨枝甘露,多云,TRUE,FALSE,999,21,861
5/25/2024,周六,水果茶,晴,TRUE,FALSE,42,20,840
4/27/2024,周六,可可奶茶,阴,TRUE,FALSE,44,15,660
3/23/2024,周六,水果茶,阴,TRUE,FALSE,999,12,516
5/15/2024,周三,青稞奶茶,雪,FALSE,FALSE,0,16,368
3/6/2024,周三,芋泥波波,阴,FALSE,FALSE,34,20,680
4/24/2024,周三,芝士奶盖,晴,FALSE,FALSE,21,14,294
3/3/2024,周日,抹茶拿铁,雨,TRUE,FALSE,44,11,484
3/5/2024,周二,可可奶茶,多云,FALSE,TRUE,41,12,492
5/21/2024,周二,抹茶拿铁,雨,FALSE,FALSE,30,19,570
5/7/2024,周二,冰美式,晴,FALSE,TRUE,39,12,468
5/21/2024,周二,芋泥波波,雪,FALSE,FALSE,23,15,345
4/8/2024,周一,水果茶,晴,FALSE,TRUE,46,11,506
4/25/2024,周四,芋泥波波,雪,FALSE,FALSE,20,19,380
4/1/2024,周一,珍珠奶茶,雪,FALSE,FALSE,27,14,378
3/24/2024,周日,青稞奶茶,晴,TRUE,FALSE,43,20,860
3/1/2024,周五,水果茶,晴,FALSE,FALSE,26,12,312
4/29/2024,周一,冰美式,晴,FALSE,FALSE,20,15,300
5/18/2024,周六,青稞奶茶,阴,TRUE,FALSE,54,19,1026
4/19/2024,周五,抹茶拿铁,雨,FALSE,FALSE,15,17,255
5/3/2024,周五,柠檬茶,阴,FALSE,FALSE,15,20,300
3/11/2024,周一,抹茶拿铁,晴,FALSE,FALSE,29,15,435
4/10/2024,周三,抹茶拿铁,晴,FALSE,TRUE,45,19,855
4/25/2024,周四,水果茶,雨,FALSE,FALSE,17,13,221
5/8/2024,周三,杨枝甘露,雪,FALSE,FALSE,23,18,414
3/28/2024,周四,芋泥波波,多云,FALSE,FALSE,25,18,450
3/28/2024,周四,水果茶,雨,FALSE,FALSE,28,11,308
5/27/2024,周一,芝士奶盖,多云,FALSE,FALSE,29,17,493
4/27/2024,周六,杨枝甘露,阴,TRUE,FALSE,38,20,760
5/23/2024,周四,杨枝甘露,阴,FALSE,FALSE,19,21,399
5/21/2024,周二,珍珠奶茶,多云,FALSE,FALSE,25,12,300
4/22/2024,周一,珍珠奶茶,雪,FALSE,FALSE,29,15,435
4/17/2024,周三,珍珠奶茶,雪,FALSE,FALSE,25,13,325
3/31/2024,周日,杨枝甘露,多云,TRUE,FALSE,44,18,792
3/27/2024,周三,冰美式,阴,FALSE,FALSE,33,17,561
3/23/2024,周六,抹茶拿铁,晴,TRUE,FALSE,46,12,552
3/9/2024,周六,珍珠奶茶,阴,TRUE,FALSE,33,15,495
4/23/2024,周二,青稞奶茶,雪,FALSE,FALSE,21,10,210
3/8/2024,周五,青稞奶茶,晴,FALSE,FALSE,30,20,600
4/24/2024,周三,芋泥波波,多云,FALSE,FALSE,22,11,242
4/16/2024,周二,水果茶,多云,FALSE,FALSE,27,13,351
4/12/2024,周五,芋泥波波,阴,FALSE,FALSE,28,15,420
4/26/2024,周五,芝士奶盖,雨,FALSE,FALSE,33,10,330
3/19/2024,周二,可可奶茶,晴,FALSE,FALSE,24,19,456
4/7/2024,周日,青稞奶茶,雪,TRUE,FALSE,37,17,629
3/20/2024,周三,杨枝甘露,雪,FALSE,FALSE,20,20,400
3/4/2024,周一,柠檬茶,多云,FALSE,FALSE,23,15,345
5/6/2024,周一,水果茶,雪,FALSE,FALSE,30,20,600
5/4/2024,周六,芝士奶盖,雨,TRUE,FALSE,48,20,960
5/7/2024,周二,抹茶拿铁,阴,FALSE,FALSE,15,20,300
4/13/2024,周六,柠檬茶,多云,TRUE,FALSE,38,19,722
3/16/2024,周六,柠檬茶,阴,TRUE,FALSE,46,10,460
5/7/2024,周二,柠檬茶,雨,FALSE,TRUE,52,15,780
4/4/2024,周四,可可奶茶,晴,FALSE,FALSE,20,13,260
3/24/2024,周日,柠檬茶,阴,TRUE,TRUE,55,18,990
3/25/2024,周一,芋泥波波,雪,FALSE,FALSE,17,13,221
5/14/2024,周二,抹茶拿铁,晴,FALSE,FALSE,24,15,360
3/10/2024,周日,柠檬茶,晴,TRUE,FALSE,47,13,611
5/15/2024,周三,柠檬茶,雨,FALSE,TRUE,56,17,952
3/25/2024,周一,冰美式,晴,FALSE,FALSE,30,19,570
5/20/2024,周一,杨枝甘露,雪,FALSE,FALSE,24,20,480
5/8/2024,周三,柠檬茶,雨,FALSE,FALSE,39,20,780
3/24/2024,周日,抹茶拿铁,雨,TRUE,FALSE,33,17,561
3/23/2024,周六,芋泥波波,雨,TRUE,TRUE,60,20,1200
3/24/2024,周日,柠檬茶,多云,TRUE,FALSE,36,14,504
5/7/2024,周二,抹茶拿铁,雨,FALSE,FALSE,16,19,304
4/11/2024,周四,杨枝甘露,阴,FALSE,FALSE,18,22,396
4/11/2024,周四,可可奶茶,雪,FALSE,FALSE,29,13,377
4/30/2024,周二,青稞奶茶,多云,FALSE,FALSE,26,15,390
4/24/2024,周三,冰美式,阴,FALSE,TRUE,38,16,608
3/18/2024,周一,抹茶拿铁,晴,FALSE,FALSE,21,13,273
4/2/2024,周二,青稞奶茶,晴,FALSE,FALSE,27,15,405
3/26/2024,周二,柠檬茶,雨,FALSE,TRUE,47,17,799
5/15/2024,周三,抹茶拿铁,阴,FALSE,FALSE,18,13,234
5/17/2024,周五,冰美式,晴,FALSE,TRUE,47,14,658
4/26/2024,周五,青稞奶茶,阴,FALSE,TRUE,29,16,464
3/20/2024,周三,冰美式,雪,FALSE,TRUE,37,13,481
5/9/2024,周四,青稞奶茶,晴,FALSE,TRUE,35,15,525
4/27/2024,周六,柠檬茶,雨,TRUE,FALSE,47,15,705
5/30/2024,周四,青稞奶茶,雪,FALSE,FALSE,18,12,216
4/22/2024,周一,水果茶,阴,FALSE,FALSE,30,10,300
5/5/2024,周日,芝士奶盖,雪,TRUE,FALSE,25,18,450
4/11/2024,周四,可可奶茶,雨,FALSE,FALSE,35,11,385
5/12/2024,周日,芋泥波波,晴,TRUE,FALSE,50,11,550
4/29/2024,周一,冰美式,晴,FALSE,FALSE,22,14,308
3/20/2024,周三,芝士奶盖,多云,FALSE,FALSE,17,17,289
5/28/2024,周二,水果茶,阴,FALSE,FALSE,10,19,190
3/3/2024,周日,珍珠奶茶,雨,TRUE,FALSE,36,13,468
4/11/2024,周四,可可奶茶,多云,FALSE,FALSE,33,15,495
5/31/2024,周五,冰美式,多云,FALSE,FALSE,17,14,238
3/4/2024,周一,可可奶茶,多云,FALSE,FALSE,12,15,180
3/30/2024,周六,柠檬茶,雨,TRUE,FALSE,42,13,546
3/28/2024,周四,芝士奶盖,多云,FALSE,FALSE,17,11,187
4/18/2024,周四,珍珠奶茶,多云,FALSE,FALSE,31,15,465
3/27/2024,周三,水果茶,晴,FALSE,FALSE,21,19,399
3/16/2024,周六,杨枝甘露,晴,TRUE,FALSE,40,20,800
4/10/2024,周三,水果茶,多云,FALSE,FALSE,24,15,360
5/5/2024,周日,芋泥波波,晴,TRUE,TRUE,61,11,671
4/9/2024,周二,芋泥波波,雨,FALSE,FALSE,24,20,480
4/19/2024,周五,抹茶拿铁,雨,FALSE,FALSE,15,10,150
4/1/2024,周一,杨枝甘露,多云,FALSE,FALSE,12,21,252
3/8/2024,周五,冰美式,雨,FALSE,FALSE,22,12,264
3/23/2024,周六,可可奶茶,多云,TRUE,FALSE,-1,12,360
4/9/2024,周二,水果茶,雨,FALSE,FALSE,21,10,210
4/30/2024,周二,珍珠奶茶,阴,FALSE,TRUE,39,13,507
3/2/2024,周六,芝士奶盖,晴,TRUE,FALSE,33,11,363
4/29/2024,周一,水果茶,多云,FALSE,FALSE,34,10,340
4/30/2024,周二,青稞奶茶,雨,FALSE,FALSE,19,19,361
3/13/2024,周三,抹茶拿铁,雪,FALSE,TRUE,46,12,552
3/19/2024,周二,柠檬茶,晴,FALSE,FALSE,16,19,304
3/29/2024,周五,青稞奶茶,雨,FALSE,FALSE,22,20,440
5/6/2024,周一,冰美式,多云,FALSE,FALSE,23,20,460
3/5/2024,周二,水果茶,多云,FALSE,FALSE,11,12,132
3/31/2024,周日,杨枝甘露,雨,TRUE,TRUE,61,20,1220
5/13/2024,周一,水果茶,多云,FALSE,FALSE,28,18,504
4/5/2024,周五,可可奶茶,雨,FALSE,FALSE,22,14,308
5/2/2024,周四,可可奶茶,晴,FALSE,FALSE,29,18,522
4/16/2024,周二,水果茶,雪,FALSE,TRUE,30,11,330
5/31/2024,周五,青稞奶茶,雨,FALSE,FALSE,20,18,360
3/11/2024,周一,可可奶茶,阴,FALSE,FALSE,23,13,299
5/27/2024,周一,柠檬茶,多云,FALSE,FALSE,15,18,270
3/20/2024,周三,冰美式,雪,FALSE,FALSE,14,18,252
3/21/2024,周四,芋泥波波,雪,FALSE,FALSE,17,18,306
5/18/2024,周六,水果茶,雨,TRUE,TRUE,51,16,816
4/23/2024,周二,抹茶拿铁,雨,FALSE,TRUE,38,11,418
5/11/2024,周六,青稞奶茶,雪,TRUE,FALSE,32,10,320
3/18/2024,周一,杨枝甘露,多云,FALSE,FALSE,28,21,588
5/22/2024,周三,水果茶,雪,FALSE,TRUE,38,13,494
4/5/2024,周五,杨枝甘露,晴,FALSE,FALSE,31,19,589
3/19/2024,周二,青稞奶茶,晴,FALSE,FALSE,28,14,392
5/20/2024,周一,冰美式,多云,FALSE,FALSE,29,11,319
5/18/2024,周六,抹茶拿铁,晴,TRUE,FALSE,34,14,476
3/6/2024,周三,水果茶,晴,FALSE,FALSE,24,19,456
5/30/2024,周四,抹茶拿铁,多云,FALSE,FALSE,20,19,380
4/16/2024,周二,柠檬茶,阴,FALSE,FALSE,35,11,385
4/5/2024,周五,青稞奶茶,雪,FALSE,FALSE,28,14,392
3/11/2024,周一,珍珠奶茶,阴,FALSE,FALSE,20,13,260
5/25/2024,周六,青稞奶茶,阴,TRUE,FALSE,37,16,592
5/25/2024,周六,水果茶,雪,TRUE,TRUE,47,19,893
3/31/2024,周日,芝士奶盖,雪,TRUE,FALSE,49,10,490
4/26/2024,周五,抹茶拿铁,阴,FALSE,FALSE,21,16,336
3/4/2024,周一,柠檬茶,晴,FALSE,FALSE,20,11,220
4/22/2024,周一,珍珠奶茶,雨,FALSE,FALSE,34,14,476
4/1/2024,周一,青稞奶茶,晴,FALSE,FALSE,34,14,476
3/21/2024,周四,柠檬茶,阴,FALSE,FALSE,22,17,374
4/12/2024,周五,芝士奶盖,雨,FALSE,FALSE,18,11,198
4/10/2024,周三,冰美式,多云,FALSE,FALSE,28,14,392
5/2/2024,周四,芝士奶盖,阴,FALSE,FALSE,22,12,264
3/15/2024,周五,柠檬茶,雪,FALSE,FALSE,27,14,378
5/8/2024,周三,杨枝甘露,雪,FALSE,FALSE,25,18,450
5/16/2024,周四,水果茶,多云,FALSE,FALSE,26,15,390
4/19/2024,周五,芋泥波波,雪,FALSE,FALSE,20,15,300
4/26/2024,周五,珍珠奶茶,雪,FALSE,TRUE,31,15,465
5/28/2024,周二,柠檬茶,多云,FALSE,FALSE,-1,12,240
3/3/2024,周日,冰美式,阴,TRUE,FALSE,48,19,912
3/24/2024,周日,可可奶茶,阴,TRUE,FALSE,49,14,686
4/16/2024,周二,青稞奶茶,雨,FALSE,FALSE,26,15,390
3/10/2024,周日,杨枝甘露,多云,TRUE,FALSE,44,19,836
5/4/2024,周六,抹茶拿铁,雨,TRUE,TRUE,64,15,960
5/22/2024,周三,可可奶茶,阴,FALSE,FALSE,17,17,289
5/3/2024,周五,冰美式,晴,FALSE,FALSE,25,10,250
5/11/2024,周六,珍珠奶茶,阴,TRUE,FALSE,38,12,456
3/9/2024,周六,青稞奶茶,雨,TRUE,FALSE,43,19,817
5/30/2024,周四,杨枝甘露,多云,FALSE,FALSE,26,22,572
4/8/2024,周一,芝士奶盖,雪,FALSE,FALSE,25,16,400
5/9/2024,周四,冰美式,晴,FALSE,FALSE,20,15,300
3/10/2024,周日,冰美式,雪,TRUE,FALSE,29,13,377
5/16/2024,周四,杨枝甘露,晴,FALSE,FALSE,22,18,396
3/13/2024,周三,水果茶,阴,FALSE,FALSE,29,12,348
3/24/2024,周日,芋泥波波,雨,TRUE,TRUE,54,17,918
4/3/2024,周三,水果茶,多云,FALSE,FALSE,26,20,520
4/27/2024,周六,芋泥波波,雨,TRUE,TRUE,60,18,1080
4/17/2024,周三,芋泥波波,晴,FALSE,FALSE,0,10,230
4/9/2024,周二,珍珠奶茶,晴,FALSE,FALSE,24,15,360
3/28/2024,周四,芝士奶盖,多云,FALSE,FALSE,22,12,264
5/30/2024,周四,杨枝甘露,阴,FALSE,TRUE,32,18,576
4/9/2024,周二,青稞奶茶,雨,FALSE,FALSE,22,18,396
3/13/2024,周三,抹茶拿铁,雪,FALSE,TRUE,40,17,680
5/10/2024,周五,水果茶,晴,FALSE,FALSE,25,15,375
3/19/2024,周二,柠檬茶,多云,FALSE,FALSE,25,15,375
5/1/2024,周三,冰美式,雪,FALSE,TRUE,38,18,684
5/29/2024,周三,可可奶茶,雪,FALSE,FALSE,26,15,390
3/26/2024,周二,青稞奶茶,阴,FALSE,FALSE,-1,17,408
4/11/2024,周四,可可奶茶,雪,FALSE,FALSE,32,14,448
5/29/2024,周三,珍珠奶茶,多云,FALSE,FALSE,15,13,195
3/7/2024,周四,可可奶茶,晴,FALSE,FALSE,16,13,208
5/8/2024,周三,珍珠奶茶,雪,FALSE,FALSE,25,14,350
3/6/2024,周三,柠檬茶,阴,FALSE,FALSE,16,15,240
3/27/2024,周三,抹茶拿铁,雪,FALSE,FALSE,16,10,160
3/27/2024,周三,芋泥波波,晴,FALSE,FALSE,29,15,435
4/19/2024,周五,柠檬茶,阴,FALSE,TRUE,42,13,546
4/3/2024,周三,水果茶,多云,FALSE,FALSE,29,14,406
3/2/2024,周六,水果茶,阴,TRUE,FALSE,41,17,697
3/2/2024,周六,水果茶,阴,TRUE,TRUE,40,20,800
3/21/2024,周四,抹茶拿铁,多云,FALSE,FALSE,14,14,196
5/31/2024,周五,水果茶,雪,FALSE,FALSE,28,14,392
3/16/2024,周六,水果茶,晴,TRUE,FALSE,38,13,494
3/5/2024,周二,抹茶拿铁,晴,FALSE,TRUE,41,12,492
5/28/2024,周二,芋泥波波,阴,FALSE,FALSE,24,12,288
3/6/2024,周三,可可奶茶,多云,FALSE,FALSE,-1,19,304
4/13/2024,周六,青稞奶茶,雨,TRUE,FALSE,40,10,400
3/20/2024,周三,青稞奶茶,多云,FALSE,TRUE,30,20,600
3/4/2024,周一,抹茶拿铁,多云,FALSE,FALSE,16,18,288
5/10/2024,周五,芝士奶盖,晴,FALSE,FALSE,17,18,306
5/19/2024,周日,杨枝甘露,雨,TRUE,TRUE,-1,19,1064
5/12/2024,周日,珍珠奶茶,雪,TRUE,TRUE,60,12,720
3/10/2024,周日,珍珠奶茶,阴,TRUE,FALSE,55,15,825
5/18/2024,周六,水果茶,多云,TRUE,FALSE,48,14,672
5/21/2024,周二,抹茶拿铁,多云,FALSE,FALSE,30,13,390
5/21/2024,周二,杨枝甘露,雨,FALSE,FALSE,27,18,486
4/8/2024,周一,杨枝甘露,阴,FALSE,FALSE,19,19,361
3/17/2024,周日,芝士奶盖,阴,TRUE,FALSE,37,17,629
4/26/2024,周五,水果茶,雨,FALSE,FALSE,34,16,544
5/7/2024,周二,柠檬茶,多云,FALSE,FALSE,26,13,338
5/24/2024,周五,冰美式,阴,FALSE,FALSE,27,15,405
3/28/2024,周四,水果茶,阴,FALSE,TRUE,41,14,574
5/19/2024,周日,水果茶,多云,TRUE,FALSE,34,12,408
5/6/2024,周一,水果茶,阴,FALSE,TRUE,34,19,646
4/4/2024,周四,冰美式,阴,FALSE,FALSE,17,12,204
4/29/2024,周一,柠檬茶,阴,FALSE,FALSE,23,18,414
3/5/2024,周二,芋泥波波,晴,FALSE,TRUE,27,11,297
4/15/2024,周一,柠檬茶,多云,FALSE,FALSE,15,15,225
4/10/2024,周三,冰美式,阴,FALSE,FALSE,26,14,364
5/11/2024,周六,杨枝甘露,多云,TRUE,FALSE,37,22,814
5/11/2024,周六,可可奶茶,阴,TRUE,FALSE,49,13,637
5/24/2024,周五,杨枝甘露,晴,FALSE,FALSE,26,21,546
5/1/2024,周三,杨枝甘露,雪,FALSE,FALSE,15,21,315
3/24/2024,周日,抹茶拿铁,阴,TRUE,FALSE,34,15,510
3/11/2024,周一,芝士奶盖,多云,FALSE,TRUE,36,16,576
3/15/2024,周五,柠檬茶,雨,FALSE,FALSE,33,10,330
5/15/2024,周三,水果茶,雨,FALSE,FALSE,18,18,324
5/6/2024,周一,珍珠奶茶,雨,FALSE,FALSE,25,13,325
4/3/2024,周三,抹茶拿铁,雨,FALSE,TRUE,50,20,1000
5/10/2024,周五,珍珠奶茶,雪,FALSE,TRUE,33,14,462
4/30/2024,周二,水果茶,晴,FALSE,FALSE,26,16,416
5/5/2024,周日,水果茶,雨,TRUE,TRUE,57,18,1026
4/6/2024,周六,青稞奶茶,阴,TRUE,FALSE,28,20,560
5/5/2024,周日,芋泥波波,多云,TRUE,FALSE,26,13,338
4/17/2024,周三,芋泥波波,雪,FALSE,FALSE,-1,11,165
4/13/2024,周六,冰美式,多云,TRUE,FALSE,34,20,680
5/25/2024,周六,芋泥波波,晴,TRUE,TRUE,59,11,649
5/31/2024,周五,芋泥波波,阴,FALSE,FALSE,-1,13,169
4/19/2024,周五,芝士奶盖,阴,FALSE,FALSE,23,19,437
4/30/2024,周二,青稞奶茶,阴,FALSE,TRUE,22,12,264
4/3/2024,周三,杨枝甘露,晴,FALSE,FALSE,17,19,323
4/11/2024,周四,柠檬茶,阴,FALSE,FALSE,24,14,336
5/4/2024,周六,青稞奶茶,阴,TRUE,FALSE,36,13,468
5/23/2024,周四,青稞奶茶,多云,FALSE,TRUE,37,15,555
3/8/2024,周五,冰美式,晴,FALSE,FALSE,30,10,300
5/26/2024,周日,芋泥波波,雪,TRUE,FALSE,40,20,800
3/9/2024,周六,冰美式,雨,TRUE,FALSE,40,15,600
5/2/2024,周四,芝士奶盖,多云,FALSE,FALSE,16,15,240
4/29/2024,周一,芝士奶盖,阴,FALSE,FALSE,29,17,493
4/19/2024,周五,水果茶,多云,FALSE,FALSE,16,20,320
4/16/2024,周二,珍珠奶茶,多云,FALSE,TRUE,0,12,456
3/20/2024,周三,青稞奶茶,多云,FALSE,TRUE,38,14,532
5/10/2024,周五,青稞奶茶,多云,FALSE,FALSE,24,16,384
3/21/2024,周四,抹茶拿铁,雨,FALSE,FALSE,12,15,180
5/17/2024,周五,青稞奶茶,多云,FALSE,FALSE,21,13,273
3/2/2024,周六,青稞奶茶,多云,TRUE,FALSE,49,20,980
5/18/2024,周六,芋泥波波,多云,TRUE,FALSE,49,15,735
3/17/2024,周日,芝士奶盖,阴,TRUE,TRUE,65,16,1040
4/11/2024,周四,柠檬茶,阴,FALSE,FALSE,28,15,420
4/12/2024,周五,柠檬茶,雨,FALSE,FALSE,32,19,608
4/1/2024,周一,抹茶拿铁,晴,FALSE,FALSE,26,16,416
5/19/2024,周日,芝士奶盖,雪,TRUE,FALSE,36,14,504
4/19/2024,周五,柠檬茶,多云,FALSE,FALSE,18,17,306
5/21/2024,周二,珍珠奶茶,雨,FALSE,FALSE,27,13,351
4/10/2024,周三,抹茶拿铁,雪,FALSE,FALSE,23,20,460
5/16/2024,周四,冰美式,雨,FALSE,FALSE,16,18,288
4/6/2024,周六,柠檬茶,阴,TRUE,FALSE,37,14,518
3/19/2024,周二,青稞奶茶,晴,FALSE,FALSE,16,11,176
3/19/2024,周二,抹茶拿铁,雪,FALSE,TRUE,44,11,484
4/28/2024,周日,青稞奶茶,雪,TRUE,FALSE,33,19,627
3/3/2024,周日,芋泥波波,雨,TRUE,FALSE,31,12,372
4/18/2024,周四,可可奶茶,阴,FALSE,FALSE,16,12,192
3/5/2024,周二,青稞奶茶,雪,FALSE,FALSE,20,18,360
5/31/2024,周五,杨枝甘露,晴,FALSE,FALSE,27,19,513
3/21/2024,周四,柠檬茶,雨,FALSE,FALSE,28,15,420
5/3/2024,周五,水果茶,雪,FALSE,FALSE,17,12,204
3/12/2024,周二,柠檬茶,多云,FALSE,TRUE,41,13,533
5/27/2024,周一,可可奶茶,晴,FALSE,FALSE,-1,17,221
3/30/2024,周六,杨枝甘露,雪,TRUE,FALSE,0,21,735
5/3/2024,周五,珍珠奶茶,雪,FALSE,TRUE,45,12,540
5/14/2024,周二,抹茶拿铁,雨,FALSE,FALSE,19,15,285
3/22/2024,周五,水果茶,多云,FALSE,FALSE,26,19,494
5/11/2024,周六,芝士奶盖,阴,TRUE,TRUE,63,14,882
4/11/2024,周四,青稞奶茶,晴,FALSE,FALSE,29,10,290
5/23/2024,周四,可可奶茶,多云,FALSE,TRUE,38,11,418
3/27/2024,周三,柠檬茶,多云,FALSE,FALSE,23,15,345
5/22/2024,周三,柠檬茶,多云,FALSE,FALSE,22,10,220
3/24/2024,周日,芝士奶盖,阴,TRUE,FALSE,37,15,555
4/20/2024,周六,冰美式,阴,TRUE,FALSE,39,14,546
5/25/2024,周六,柠檬茶,雪,TRUE,TRUE,37,19,703
3/2/2024,周六,青稞奶茶,雨,TRUE,FALSE,34,12,408
4/17/2024,周三,柠檬茶,阴,FALSE,FALSE,21,11,231
5/23/2024,周四,珍珠奶茶,晴,FALSE,FALSE,23,13,299
3/27/2024,周三,芋泥波波,阴,FALSE,TRUE,22,13,286
5/14/2024,周二,可可奶茶,雨,FALSE,TRUE,44,11,484
3/20/2024,周三,柠檬茶,阴,FALSE,FALSE,12,10,120
4/29/2024,周一,水果茶,晴,FALSE,FALSE,15,20,300
4/5/2024,周五,青稞奶茶,多云,FALSE,FALSE,25,20,500
3/25/2024,周一,柠檬茶,晴,FALSE,FALSE,24,19,456
4/25/2024,周四,可可奶茶,多云,FALSE,FALSE,25,14,350
5/16/2024,周四,芝士奶盖,阴,FALSE,FALSE,29,20,580
5/10/2024,周五,可可奶茶,雨,FALSE,FALSE,19,16,304
4/21/2024,周日,芝士奶盖,雨,TRUE,FALSE,41,20,820
5/3/2024,周五,可可奶茶,雨,FALSE,FALSE,24,19,456
3/18/2024,周一,芝士奶盖,阴,FALSE,FALSE,29,20,580
3/6/2024,周三,芝士奶盖,雪,FALSE,FALSE,24,12,288
5/13/2024,周一,杨枝甘露,阴,FALSE,TRUE,33,22,726
5/6/2024,周一,芋泥波波,雨,FALSE,FALSE,20,12,240
5/27/2024,周一,芝士奶盖,晴,FALSE,FALSE,30,18,540
5/6/2024,周一,水果茶,雪,FALSE,FALSE,23,11,253
5/22/2024,周三,抹茶拿铁,多云,FALSE,FALSE,22,11,242
3/10/2024,周日,青稞奶茶,阴,TRUE,FALSE,35,18,630
3/25/2024,周一,珍珠奶茶,晴,FALSE,FALSE,13,13,169
5/27/2024,周一,芋泥波波,雨,FALSE,FALSE,13,16,208
5/24/2024,周五,水果茶,雪,FALSE,FALSE,16,15,240
4/24/2024,周三,冰美式,雪,FALSE,FALSE,35,17,595
5/3/2024,周五,芝士奶盖,晴,FALSE,FALSE,28,16,448
3/13/2024,周三,水果茶,阴,FALSE,FALSE,27,10,270
3/12/2024,周二,抹茶拿铁,雪,FALSE,TRUE,41,11,451
4/13/2024,周六,柠檬茶,阴,TRUE,TRUE,66,17,1122
4/22/2024,周一,芋泥波波,多云,FALSE,FALSE,20,10,200
